show_id,type,title,director,cast,country,date_added,release_year,duration,description,genre
S262,Movie,A.M.I.,Rusty Nixon,"Debs Howard, Philip Granger, Sam Robert Muik, Havana Guppy, Bonnie Hay, Veronica Hampson, Lori Triolo, Andrew Coghlan, Laura Mitchell, Elinet Louicius",Canada,01-10-2020,2019,77,"After Losing Her Mother, A Teenage Girl Bonds With Her Phone’S Artificial Intelligence App, A Relationship That Soon Takes A Dark And Violent Turn.",Horror Movies
S263,Movie,A.X.L.,Oliver Daly,"Alex Neustaedter, Becky G., Alex Macnicoll, Dominic Rains, Thomas Jane, Lou Taylor Pucci, Patricia De Leon, Niko Guardado, Ted Mcginley, Marie-Françoise Theodore, Eric Etebari, Dorian Kingi",United States,20-03-2019,2018,99,"Young Motocross Racer Miles Hill Helps A Top-Secret Robotic Combat Dog Evade Its Ruthless Creator And The Military, Who Are In Hot Pursuit.",Action
S264,Movie,Aşk Tesadüfleri Sever,Ömer Faruk Sorak,"Mehmet Günsür, Belçim Bilgin, Ayda Aksel, Altan Erkekli, Sebnem Sönmez, Hüseyin Avni Danyal, Berna Konur, Ümit Bülent Dinçer",Turkey,04-04-2018,2011,122,"A Series Of Coincidences Brings Two Star-Crossed Lovers Together, But Fate Pulls Them Apart Until They Encounter Each Other Again In Istanbul.",Dramas
S265,Movie,Aadu 2,Midhun Manuel Thomas,"Jayasurya, Vinayakan, Sunny Wayne, Vijay Babu, Saiju Kurup, Vineeth Mohan, Unni Rajan P. Dev, Dharmajan Bolgatty, Indrans",India,15-05-2018,2017,150,"When Shaji Pappan And His Gang Of Goofy Outlaws Find Themselves Low On Funds, They Plan To Once Again Win A Hefty Prize In A Tug-Of-War Competition.",Comedies
S266,Movie,Aagey Se Right,Indrajit Nattoji,"Shreyas Talpade, Kay Kay Menon, Shiv Pandit, Sanjay Sharma, Shenaz Treasury, Mahie Gill",India,01-11-2018,2009,117,"A Cop Full Of Self-Doubt Loses His Gun Five Days Before He'S Due To Leave The Force, And Becomes An Unexpected Hero As He Tries To Retrieve It.",Comedies
S267,Movie,Aajcha Divas Majha,Chandrakant Kulkarni,"Sachin Khedekar, Ashwini Bhave, Mahesh Manjrekar, Hrishikesh Joshi, Satish Alekar, Sunil Tawde, Pushkar Shrotri, Anand Ingle",India,01-01-2018,2013,126,A Conscientious Politician Helps An Elderly Singer Overcome The Obstacles Placed In His Path A By A Powerful Bureaucracy.,Comedies
S268,Movie,Aakhri Adaalat,Rajiv Mehra,"Vinod Khanna, Dimple Kapadia, Jackie Shroff, Sonam, Vinod Mehra, Shafi Inamdar, Gulshan Grover, Roopesh Kumar",India,01-09-2017,1988,148,An Intrepid Police Inspector Forced Into A Desk Job Must Take Matters Into His Own Hands When Ruthless Criminals Are Released On A Technicality.,Action
S269,Movie,Aalorukkam,V C Abhilash,"Indrans, Sreekanth Menon, Vishnu Agasthya, Aliyar, Seethabaala, Shaji John, Sajith Nampiyar, Benny Vadakkan",India,15-11-2018,2018,122,"When An Aging Father Seeks The Help Of A Doctor And A Journalist To Look For The Son Who Left Him 16 Years Ago, He Learns Some Surprising Truths.",Dramas
S270,Movie,Aamir,Raj Kumar Gupta,"Rajeev Khandelwal, Gajraj Rao, Shashanka Ghosh, Jhilmil Hazrika, Gazala Amin, Allauddin Khan",India,01-11-2018,2008,95,"In This High-Tension Thriller, An Anonymous Caller On A Cell Phone Threatens To Harm A Man'S Family If He Doesn'T Carry Out Every Order.",International Movies
S271,Movie,Aapla Manus,Satish Rajwade,"Nana Patekar, Sumeet Raghvan, Iravati Harshe, Aashish Kulkarni, Savita Malpekar",India,10-09-2020,2018,133,"When A Man Falls From His Balcony, An Investigator Questions The Victim’S Family, Determined To Uncover A Darker Truth Behind The Alleged Accident.",Dramas
S272,Movie,Aarakshan,Prakash Jha,"Amitabh Bachchan, Saif Ali Khan, Manoj Bajpayee, Deepika Padukone, Prateik, Tanvi Azmi, Saurabh Shukla, Darshan Jariwala, Yashpal Sharma, Mukesh Tiwari",India,31-12-2019,2011,164,The Decision By India'S Supreme Court To Establish Caste-Based Reservations For Jobs In Education Causes Conflict Between A Teacher And His Mentor.,Dramas
S273,Movie,Aashayein,Nagesh Kukunoor,"John Abraham, Sonal Sehgal, Prateeksha Lonkar, Girish Karnad, Farida Jalal, Ashwin Chitale, Anaitha Nair, Vikram Inamdar, Vipin Bhali, Poonam Chitale, Nagesh Kukunoor",India,22-10-2017,2010,115,"When He Learns He Has Terminal Cancer, A Cynical Gambler And Chronic Smoker Ditches His Fiancée, Snubs Doctors And Checks Into A Nursing Home To Die.",Dramas
S274,Movie,Aashik Awara,Umesh Mehra,"Saif Ali Khan, Mamta Kulkarni, Mohnish Bahl, Sharmila Tagore, Saeed Jaffrey, Kader Khan",India,01-06-2017,1993,154,"Raised By A Kindly Thief, Orphaned Jimmy Goes On The Run From Goons And Falls In Love With Jyoti, Whose Father Indirectly Caused His Parents' Deaths.",Dramas
S275,Movie,Aata Pita,Uttung Shelar,"Sanjay Narvekar, Bharat Jadhav, Satish Phulekar, Ashwini Apte",India,01-01-2018,2010,133,A Municipal Clerk With Literary Ambitions Stalks A Loan Recovery Officer On Whom He Has Decided To Base His Story'S Central Character.,Comedies
S276,Movie,Aaviri,Ravi Babu,"Ravi Babu, Neha Chauhan, Sri Muktha, Bharani Shankar, Mukhtar Khan, Priya",India,31-12-2019,2019,110,"After Losing Their First Child In An Accident, A Couple Moves To A Palatial Home, Where Their Young Daughter Comes Under The Spell Of An Eerie Spirit.",Horror Movies
S277,Tv Show,Abby Hatcher,Kyran Kelly,"Macy Drouin, Wyatt White, Paul Sun-Hyung Lee, Michela Luci, Christian Dal Dosso, Laaibah Alvi, Leo Orgil",United States,01-07-2020,2019,1,"A Big-Hearted Girl Helps Her Fuzzly Friends Who Live In Her Family'S Hotel With Exploring Feelings, Fixing Mishaps And Embracing Their Special Quirks.",Kids
S278,Movie,Abby Sen,Atanu Ghosh,"Abir Chatterjee, Raima Sen, Arunima Ghosh, Priyanka Sarkar, Sujan Mukherjee, Kanchan Mullick, Biswanath Basu, Bhaswar Chatterjee, Swagata Basu, Tuhin Mitra, Paran Banerjee, Kharaj Mukherjee, Chiranjit",India,01-05-2017,2015,127,"After Losing His Seventh Job In A Row, A Tv Producer And Sci-Fi Buff Travels Back In Time To 1980, Where His Employment Prospects Improve.",Comedies
S279,Movie,Abcd 2,Remo D'Souza,"Prabhu Deva, Varun Dhawan, Shraddha Kapoor, Lauren Gottlieb, Sushant Pujari, Punit Pathak, Dharmesh Yelande, Raghav Juyal",India,01-11-2018,2015,146,"After Being Accused Of Cheating On A Reality Tv Show, A Dance Troupe Seeks To Redeem Itself By Winning The World Hip-Hop Dance Championship.",Dramas
S280,Movie,Abcd: Any Body Can Dance,Remo D'Souza,"Prabhu Deva, Kay Kay Menon, Ganesh Acharya, Dharmesh Yelande, Salman, Lauren Gottlieb, Noorin Sha, Punit Pathak",India,01-11-2018,2013,136,"Thrown Out Of The Elite Dance Studio He Founded, Vishnu'S Spirits Rebound When He Sees Young Street Dancers Prepping For An Annual Contest.",Dramas
S281,Movie,Abdo Mota,Unknown,Mohamed Ramadan,Egypt,19-04-2019,2012,100,"Following The Mysterious Death Of His Parents, A Young Man Finds Himself Enmeshed In The Dark World Of Drugs And Crime.",Action
S282,Movie,Abducted In Plain Sight,Skye Borgman,Not Available,United States,15-01-2019,2017,90,"In This True Crime Documentary, A Family Falls Prey To The Manipulative Charms Of A Neighbor, Who Abducts Their Adolescent Daughter. Twice.",Documentaries
S283,Movie,"Abdullah, The Final Witness",Hashim Nadeem Khan,"Sajid Hasan, Hameed Sheikh, Habibullah Panezai, Imraan Abbas, Sadia, Imran Tareen, Asal Deen, Yameen Shah",Pakistan,15-01-2019,2016,88,"Inspired By Real Events, This Drama Follows A Trucker Jailed After Driving Five Ill-Fated Travelers Across Quetta, And The Officer Taking On His Case.",Dramas
S284,Movie,Abhinetri,A. L. Vijay,"Tamannaah Bhatia, Prabhu Deva, Sonu Sood, Sapthagiri, Murli Sharma, R.V. Udhaykumar, Joy Mathew, Hema",India,01-05-2018,2016,131,"Due To Family Pressure, A Corporate Man Reluctantly Marries A Woman From The Village, But In Their New Home, She Abruptly Assumes A Different Persona.",Comedies
S285,Tv Show,Abnormal Summit,"Jung-Ah Im, Seung-Uk Jo","Hyun-Moo Jun, Si-Kyung Sung, Se-Yoon Yoo",South Korea,04-08-2017,2017,2,"Led By A Trio Of Korean Celebs, A Multinational Panel Of Men Engage In – Usually – Lighthearted Debates On Issues That Surround Korea And Beyond.",International Tv
S286,Movie,Abominable Christmas,Chad Van De Keere,"Isabella Acres, Drake Bell, Emilio Estevez, Nolan Gould, Matthew Lillard, Ray Liotta, Jane Lynch, Ariel Winter",United States,18-02-2016,2012,44,Two Small Abominable Snowmen Flee Their Mountain To Escape A Scientist Who'S Trying To Capture Them And End Up Spending Christmas With A Human Family.,Children
S287,Movie,About A Boy,"Chris Weitz, Paul Weitz","Nicholas Hoult, Toni Collette, Victoria Smurfit, Sharon Small, Natalia Tena, Isabel Brook, Hugh Grant, Rachel Weisz, Nicholas Hutchison",United Kingdom,01-02-2019,2002,101,"Hip, Irresponsible Londoner Will Invents An Imaginary Son And Starts Attending Single-Parent Meetings To Find Available Women.",Comedies
S288,Movie,About Time,Richard Curtis,"Domhnall Gleeson, Rachel Mcadams, Bill Nighy, Lydia Wilson, Lindsay Duncan, Richard Cordery, Tom Hollander, Margot Robbie, Joshua Mcguire, Vanessa Kirby",United Kingdom,16-04-2019,2013,123,"When Tim Learns That The Men In His Family Can Travel In Time And Change Their Own Lives, He Decides To Go Back And Win The Woman Of His Dreams.",Comedies
S289,Tv Show,Abstract: The Art Of Design,Unknown,"Christoph Niemann, Tinker Hatfield, Es Devlin, Bjarke Ingels, Paula Scher, Platon, Ilse Crawford, Ralph Gilles",United States,25-09-2019,2019,2,Step Inside The Minds Of The Most Innovative Designers In A Variety Of Disciplines And Learn How Design Impacts Every Aspect Of Life.,Docuseries
S290,Tv Show,Absurd Planet,Unknown,Afi Ekulona,United States,22-04-2020,2020,1,"A Cast Of Quirky Critters And Mother Nature Herself Narrate This Funny Science Series, Which Peeks Into The Lives Of Earth’S Most Incredible Animals.",Docuseries
S291,Tv Show,Abyss,Unknown,"Park Bo-Young, Ahn Hyo-Seop, Lee Sung-Jae, Lee Si-Eon, Han So-Hee, Kwon Soo-Hyun, Kim Sa-Rang, Ahn Se-Ha, Yun Yoo-Sun",South Korea,07-05-2019,2019,1,"After Meeting An Untimely Demise In Separate Incidents, Cha Min And Go Se-Yeon Discover They’Ve Come Back To Life In New Bodies They Don’T Recognize.",Crime Tv
S292,Movie,Abzurdah,Daniela Goggi,"Eugenia Suárez, Esteban Lamothe, Gloria Carrá, Rafael Spregelburd, Tomás Ottaviano, Julieta Gullo, Zoe Hochbaum, Lucia Carolina Pecrul",Argentina,25-08-2016,2015,90,A Disenfranchised 16-Year-Old Girl Connects To An Older Man On The Internet And After A Brief One-Sided Affair Descends Into Obsession And Anorexia.,Dramas
S293,Movie,Acapulco La Vida Va,Alfonso Serrano Maturino,"Patricio Castillo, Sergio Bustamante, Alejandro Suárez, Luz María Jerez, Bob Isaacs, Tere Monroy",Mexico,03-06-2017,2016,89,"Three Lifelong Friends Travel To Acapulco Ostensibly So One Of Them Can Find His Lost Love, But The Real Reason Behind The Trip Holds Some Surprises.",Comedies
S294,Movie,Accident,Cheang Pou Soi,"Louis Koo, Richie Ren, Stanley Fung Sui-Fan, Michelle Ye, Lam Suet, Alexander Chan, Monica Mok",Hong Kong,01-12-2018,2009,87,A Contract Killer Skilled At Staging Lethal Accidents Fears He May Be A Victim Of His Own Strategy When An Accomplice Dies In A Mysterious Mishap.,International Movies
S295,Tv Show,Accidentally In Love,Unknown,"Junchen Guo, Yi Ning Sun, Yi Qin Zhao, Mu Xuan Cheng, Li Ma, Mo Zhou",China,19-10-2018,2018,1,"Rejecting The Demands Of Her Wealthy Family, A Young Woman Poses As An Ordinary College Student And Crosses Paths With A Stoic Pop Star At School.",International Tv
S296,Movie,Across Grace Alley,Ralph Macchio,"Ben Hyland, Marsha Mason, Karina Smirnoff, Colin Branca, Ralph Macchio, Tricia Paoluccio",United States,01-12-2016,2013,24,"A Young Boy, Upset By His Parents' Divorce, Becomes Infatuated With His Grandmother'S Neighbor, An Entrancing Dancer He Watches Through A Window.",Dramas
S297,Movie,Across The Line,Julien Christian Lutz,"Sarah Jeffery, Simon Paul Mutuyimana, Denis Theriault, Jeremiah Sparks, Steven Love, Cara Ricketts, Jim Codrington, Shamier Anderson, Stephan James, Lanette Ware, Hugh Thompson",Canada,01-04-2019,2015,88,"A Black High School Student Sets His Sights For The National Hockey League, But Rising Racial Tensions In His Community May Jeopardize His Goals.",Dramas
S298,Movie,Across The Universe,Julie Taymor,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs, Martin Luther, James Urbaniak, T.V. Carpio, Spencer Liff",United States,01-01-2019,2007,133,"An American Girl And A British Lad Fall In Love Amid The Social And Political Upheaval Of The 1960S, In This Musical Featuring Songs By The Beatles.",Dramas
S299,Movie,Act Of Valor,"Mike Mccoy, Scott Waugh","Keo Woolford, Drea Castro, Emilio Rivera, Rorke Denver, Jason Cottle, Ailsa Marshall, Alex Veadov, Dave, Roselyn Sanchez, Thomas Rosales Jr., Nestor Serrano, Gonzalo Menendez",United States,01-06-2020,2012,110,An Elite Squad Of Navy Seals Is Tasked With Rescuing A Kidnapped Cia Agent From A Lethal Terrorist Cell.,Action
S300,Movie,Act Of Vengeance,Mahsun Kırmızıgül,"Haluk Bilginer, Mahsun Kırmızıgül, Mustafa Sandal, Gina Gershon, Robert Patrick, Danny Glover, Engin Altan Düzyatan, Scott William Winters, Sharrieff Pugh",Turkey,29-09-2018,2010,112,"Two Turkish Agents Are Sent To New York City On A Mission To Capture A Notorious Terrorist Known Only As ""Dejjal"" (Arabic For Antichrist).",Action
S301,Movie,Action Replayy,Vipul Amrutlal Shah,"Akshay Kumar, Aishwarya Rai Bachchan, Om Puri, Kiron Kher, Neha Dhupia, Rannvijay Singh, Aditya Roy Kapur, Sudeepa Singh, Randhir Kapoor, Rajpal Yadav",India,11-05-2020,2010,129,"Sick Of His Parents’ Constant Squabbling, A Young Man Travels Back In Time To The Onset Of Their Romance, With Plans To Set Them Up For Marital Bliss.",Children
S302,Movie,Acts Of Vengeance,Isaac Florentine,"Antonio Banderas, Karl Urban, Paz Vega, Robert Forster, Clint Dyer, Cristina Serafini, Lillian Blankenship, Atanas Srebrev, Mark Rhino Smith",Bulgaria,25-01-2018,2017,87,"Devastated By The Murder Of His Wife And Child, A Formerly Fast-Talking Lawyer Takes A Vow Of Silence And Trains Himself For A Mission Of Revenge.",Action
S303,Movie,Acts Of Violence,Brett Donowho,"Cole Hauser, Bruce Willis, Shawn Ashmore, Ashton Holmes, Melissa Bolona, Patrick St. Esprit, Sophia Bush, Mike Epps",Canada,01-08-2020,2018,87,"When His Future Sister-In-Law Is Kidnapped By Human Traffickers, A Military Veteran Joins Forces With His Brothers And A World-Weary Cop To Rescue Her.",Action
S304,Tv Show,Ad Vitam,Unknown,"Yvan Attal, Garance Marillier, Niels Schneider, Victor Assié, Rod Paradot, Anne Azoulay, Adel Bencherif",France,01-11-2019,2018,1,"In A Future Where Regeneration Technology Lets Humans Live Indefinitely, A Cop And A Troubled Young Woman Investigate A Strange Wave Of Youth Suicides.",Crime Tv
S305,Movie,Adú,Salvador Calvo,"Luis Tosar, Anna Castillo, Álvaro Cervantes, Miquel Fernández, Jesús Carroza, Moustapha Oumarou, Adam Nourou, Zayidiyya Dissou, Ana Wagener, Nora Navas",Spain,01-07-2020,2020,120,"Near A Spanish Town In Northern Africa, A Child Takes A Painful Journey, A Father Reconnects With His Daughter And A Coast Guard Is Guilt Stricken.",Dramas
S306,Movie,Adam Devine: Best Time Of Our Lives,Jay Karas,Adam Devine,United States,18-06-2019,2019,59,"Frenetic Comic Adam Devine Talks Teen Awkwardness, Celebrity Encounters, His ""Pitch Perfect"" Audition And More In A Special From His Hometown Of Omaha.",Stand-Up
S307,Tv Show,Adam Ruins Everything,Unknown,"Adam Conover, Adam Lustick, Emily Axford",United States,30-09-2018,2018,1,"Education Can Be Fun – And Funny. Comedian Adam Conover Bursts Misconceptions, Deconstructs Topics And Leaves With Positive Takeaways.",Tv Comedies
S308,Movie,Adam Sandler 100% Fresh,Steve Brill,Adam Sandler,United States,23-10-2018,2018,74,"From ""Heroes"" To ""Ice Cream Ladies"" – Adam Sandler'S Comedy Special Hits You With New Songs And Jokes In An Unexpected, Groundbreaking Way.",Stand-Up
S309,Movie,Adam: His Song Continues,Robert Markowitz,"Daniel J. Travanti, Jobeth Williams, Richard Masur, Martha Scott, Paul Regina",United States,01-10-2011,1986,96,"After Their Child Was Abducted And Murdered, John And Reve Walsh Fought To Raise National Awareness Of The Problem Of Missing Children.",Dramas
S310,Movie,Addicted To Life,Thierry Donard,"Antoine Bizet, Jesse Richman, Karsten Gefle, Wille Lindberg, Matahi Drollet, Mathias Wyss, Matt Annetts",France,12-06-2020,2014,91,"Chasing Extreme Challenges, Athletic Daredevils Test Their Limits In Various Environments From Giant Waves To Snowy Slopes Around The World.",Action
S311,Movie,Adel Karam: Live From Beirut,Unknown,Adel Karam,United States,01-03-2018,2018,59,"From Casino Du Liban, Lebanese Actor And Comedian Adel Karam Delivers Earthy Punchlines On Kissing Norms, Colonoscopies And A Porn Star Named Rocco.",Stand-Up
S312,Movie,Adhugo,Unknown,Not Available,India,15-01-2019,2018,105,A Fast-Footed Piglet Named Bunty Becomes An Object Of Desire For Rival Criminals That Want The Swift Swine For Their Profitable Animal-Racing Schemes.,Comedies
S313,Movie,Aditi Mittal: Things They Wouldn'T Let Me Say,Fazila Allana,Aditi Mittal,India,18-07-2017,2017,63,"Trailblazing Comic Aditi Mittal Mixes Topical Stand-Up With Frank Talk About Being Single, Wearing Thongs And The Awkwardness Of Indian Movie Ratings.",Stand-Up
S314,Movie,Adore,Anne Fontaine,"Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville, Ben Mendelsohn, Jessica Tovey, Sophie Lowe, Gary Sweet, Alyson Standen, Skye Sutherland, Sarah Henderson",Australia,20-11-2019,2013,111,"When Lifelong Friends Roz And Lil Fall In Love With Each Other'S Teenage Sons, They Must Carry Out Their Affairs In Relative Secrecy.",Dramas
S315,Movie,Adrift,Baltasar Kormákur,"Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne",Hong Kong,01-09-2020,2018,96,A Young Couple’S Sailing Adventure Becomes A Fight To Survive When Their Yacht Faces A Catastrophic Hurricane In This Story Based On True Events.,Action
S316,Movie,Adrishya,Sandeep Chatterjee,"Ravi Kumar, Ayesha Singh, Nishat Mallick, Archana Kotwal, Rakesh Chaturvedi Om, Nidhi Mahavan, Abhijit Sinha, Abdur Rehman",India,31-12-2019,2017,99,A Family’S Harmonious Existence Is Interrupted When The Young Son Begins Showing Symptoms Of Anxiety That Seem Linked To Disturbing Events At Home.,Horror Movies
S317,Movie,Advantageous,Jennifer Phang,"Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong, Jennifer Ehle, Samantha Kim, Troi Zee, Olivia Horton, Jennifer Ikeda, Mercedes Griffeth",United States,23-06-2015,2015,92,"In Order To Keep Her Job At A Biomedical Engineering Firm That Prizes Youth, A Middle-Aged Woman Must Submit To A Drastic Experimental Procedure.",Dramas
S318,Movie,Adventures In Public School,Kyle Rideout,"Daniel Doheny, Judy Greer, Siobhan Williams, Russell Peters, Grace Park, Andrew Mcnee, Alex Barima, Andrew Herr, Eva Day, Josh Epstein",Canada,15-08-2018,2018,86,"After Years Of Home-Schooling, An Awkward Teen Decides He Wants A Public High School Experience, But His Overbearing Mother Struggles To Let Go.",Comedies
S319,Movie,Aerials,S.A. Zaidi,"Saga Alyasery, Ana Druzhynina, Mansour Al Felei, Mohammad Abu Diak, Pascale Matar, Luke Coutts, Abeer Mohammed",United Arab,07-05-2020,2016,90,Dubai Residents Struggle To Figure Out Why A Fleet Of Alien Spaceships Are Hovering Over Their City When All Contact With The Outside World Is Cut Off.,International Movies
S320,Tv Show,Afflicted,Unknown,Not Available,United States,10-08-2018,2018,1,Baffling Symptoms. Controversial Diagnoses. Costly Treatments. Seven People With Chronic Illnesses Search For Answers – And Relief.,Docuseries
S321,Movie,Afonso Padilha: Classless,"Junior Carelli, Rudge Campos",Afonso Padilha,Brazil,03-09-2020,2020,63,Brazilian Comedian Afonso Padilha Dives Into His Humble Beginnings And Digs Out Hilarious Stories About His Childhood In This Very Personal Set.,Stand-Up
S322,Tv Show,Africa,Unknown,David Attenborough,United Kingdom,28-04-2016,2013,1,"This Five-Part Nature Series Chronicles Fascinating Stories Of Survival On The African Continent, Home To The Most Diverse Animal Life On The Planet.",British Tv
S323,Tv Show,Afronta! Facing It!,Juliana Vicente,"Loo Nascimento, Ingrid Silva, Rincon Sapiência, Batekoo, Gabriel Martins, Benjamin Abras, Daniele Damata, Tasha & Tracie Okereke, Mariana De Matos, André Novais, Mahal Pita, Grace Passô, Thamyra Thâmara, Xenia França, Criola, Dani Ornellas, Anelis Assumpção, Magá Moura, Tássia Reis, Liniker, Yasmin Thayná, Raquel Virgínia, Juliana Luna, Erica Malunguinho, Diane Lima, Karol Conká",Brazil,31-10-2020,2017,1,"This Docuseries Spotlights Afro-Brazilian Thinkers Sharing Their Individual Journeys And Discussing Representation, Entrepreneurship And Community.",Docuseries
S324,Movie,After,Jenny Gage,"Josephine Langford, Hero Fiennes Tiffin, Selma Blair, Inanna Sarkis, Shane Paul Mcghie, Pia Mia, Khadijha Red Thunder, Dylan Arnold, Samuel Larsen, Jennifer Beals, Peter Gallagher",United States,09-10-2019,2019,106,"Wholesome College Freshman Tessa Young Thinks She Knows What She Wants Out Of Life, Until She Crosses Paths With Complicated Bad Boy Hardin Scott.",Dramas
S325,Tv Show,After Life,Unknown,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan, Mandeep Dhillon, David Bradley, Ashley Jensen, Kerry Godliman",United Kingdom,24-04-2020,2020,2,"Struggling To Come To Terms With His Wife'S Death, A Writer For A Newspaper Adopts A Gruff New Persona In An Effort To Push Away Those Trying To Help.",British Tv
S326,Movie,After Maria,Nadia Hallgren,Not Available,United States,24-05-2019,2019,38,"Displaced By Hurricane Maria, Three Puerto Rican Women Navigate Their Families' Uncertain Futures As Their Federal Housing Aid In New York Expires.",Documentaries
S327,Movie,After Porn Ends,Bryce Wagoner,Not Available,United States,27-05-2019,2012,93,"This Documentary Explores The Careers Of Some Of Porn'S Top Stars And Examines Their Adjustment To ""Normal"" Society After Leaving Adult Entertainment.",Documentaries
S328,Movie,After Porn Ends 3,Brittany Andrews,Not Available,United States,30-12-2018,2018,87,This Third Installment In A Documentary Series Examines The Lives Of The Adult Film Genre'S Biggest Stars After Their Industry Careers Have Ended.,Documentaries
S329,Movie,After The Raid,Rodrigo Reyes,Not Available,United States,19-12-2019,2019,25,A Large Immigration Raid In A Small Town Leaves Emotional Fallout And Hard Questions For Its Churchgoers About What It Means To Love Thy Neighbor.,Documentaries
S330,Movie,After We Collided,Roger Kumble,"Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse, Selma Blair, Louise Lombard, Shane Paul Mcghie, Candice King, Charlie Weber, Khadijha Red Thunder, Inanna Sarkis, Pia Mia, Samuel Larsen, Dylan Arnold, Karimah Westbrook, Rob Estes",United States,22-12-2020,2020,105,"Tessa Fell Hard And Fast For Hardin, But After A Betrayal Tears Them Apart, She Must Decide Whether To Move On — Or Trust Him With A Second Chance.",Dramas
S331,Movie,Aftermath,Elliott Lester,"Arnold Schwarzenegger, Scoot Mcnairy, Maggie Grace, Judah Nelson, Glenn Morshower, Hannah Ware, Mo Mcrae, Martin Donovan, Larry Sullivan, Mariana Klaveno, Kevin Zegers, Lewis Pullman",United Kingdom,15-03-2020,2017,94,"After An Air Traffic Controller'S Mistake Results In A Tragic Accident, A Man Who Lost His Wife And Daughter Seeks Answers From The Man Responsible.",Dramas
S332,Movie,Afterschool,Antonio Campos,"Ezra Miller, Addison Timlin, Jeremy Allen White, Michael Stuhlbarg, Emory Cohen, David Costabile, Rosemarie Dewitt, Dariusz M. Uczkowski, Gary Wilmes, Paul Sparks, Alexandra Neil, Lee Wilkof",United States,13-08-2020,2008,107,"When A Prep School Loner Films Two Classmates Overdosing On Cocaine, His Footage Plays A Role In The Emotional Fallout Within The School Community.",Dramas
S333,Movie,Aftershock,Nicolás López,"Eli Roth, Andrea Osvárt, Ariel Levy, Natasha Yarovenko, Nicolás Martínez, Lorenza Izzo, Marcial Tagle, Ramón Llao, Ignacia Allamand, Paz Bascuñán",United States,07-03-2018,2012,89,"An American Tourist And His Friends Are Partying In Chile, But A Major Earthquake Devastates The Area And Forces Them To Scramble For Survival.",Action
S334,Tv Show,Against The Tide,Unknown,"Christopher Lee, Rui En, Desmond Tan, Zheng Geping, Zhang Zhenhuan, Paige Chua, Xu Bin, Carrie Wong",Singapore,01-07-2017,2014,1,A Detective And A Psychologist Investigating A String Of Murders Form A Crime-Solving Team With The Novelist Whose Work Inspired The Killings.,Crime Tv
S335,Movie,Agatha And The Truth Of Murder,Terry Loane,"Ruth Bradley, Pippa Haywood, Dean Andrews, Bebe Cave, Blake Harrison, Tim Mcinnerny, Ralph Ineson, Michael Mcelhatton",United Kingdom,31-01-2019,2018,92,"In A Dramatized Depiction Of Her 11-Day Disappearance, Novelist Agatha Christie Solving A Real Murder Amid A Crisis In Her Writing And Marriage.",Dramas
S336,Tv Show,Age Gap Love,Unknown,Fay Ripley,United Kingdom,12-07-2019,2017,1,"Despite The Social Backlash And Challenges That Come With Intergenerational Romance, These Couples Choose To Stick Together Through Thick And Thin.",British Tv
S337,Tv Show,Age Of Glory,Unknown,"Debbie Goh, Aenie Wong, Frederick Lee, Leslie Chai",Unknown,14-08-2017,2010,2,"Amid The Thriving Nightlife Of 1960S Kuala Lumpur, Three Chinese Friends – A Showgirl, Her Housekeeper And A Chanteuse – Find Love And Heartbreak.",International Tv
S338,Tv Show,Age Of Rebellion,Peter Ho,"Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou, Chang Ting-Hu, Nana Lee, Nien Hsuan Wu",Taiwan,01-09-2018,2018,1,"At Their High School, A Group Of Unruly Teens Wreak Havoc, Face Bullies And Navigate Turbulent Lives Beyond School Grounds.",Crime Tv
S339,Tv Show,Age Of Tanks,Unknown,Not Available,Germany,10-11-2018,2017,1,The History Of Military Tanks Unfolds In A Documentary Series That Traces Their Role In History And Geopolitics From World War I To The 21St Century.,Docuseries
S340,Tv Show,Agent,Unknown,"Khumbulani Kay Sibiya, Sisanda Henna, Tarynn Wyngaard, Anthony Oseyemi, Virgile Bramly, Manie Malone, Yannick Konnan, Vinaya Sungkur, Michaella Russell, Thabo Malema",Mauritius,20-12-2019,2019,1,"A Former Footballer Tries To Make It As A Player Agent In The World Of African Soccer, But A Secret From His Past Threatens To Destroy Everything.",International Tv
S341,Tv Show,Agent Raghav,Unknown,"Sharad Kelkar, Aahana Kumra, Mahesh Manjrekar, Deepali Pansare, Danish Pandor, Jason Tham, Reena Aggarwal, Swati Rajput",India,15-04-2017,2015,1,"A Mix Of Brilliance, Erudition And Skill Enables A Modern Sherlock Holmes To Solve Impossible Cases, All While He Tries To Heal Personal Wounds.",Crime Tv
